Parameters
,Creation times,10
,Generations,10
,Population,10
,Mutation,10
Results
,Iteration,0,1,2,3,4,5,6,7,8,9,
,Mornings,16,14,13,12,14,12,16,15,14,13,,,Mean,13.9
,Evenings,3,5,6,7,5,7,3,4,5,6,,,Mean,5.1
,Days,5,5,5,5,5,5,5,4,5,5,,,Mean,4.9
,Windows,0,0,0,2,0,0,1,0,1,1,,,Mean,0.5
,Grades,88.94736842105263,81.57894736842104,77.89473684210526,72.56669069935111,81.57894736842104,74.21052631578948,88.12545061283345,85.26315789473685,80.75702956020187,77.07281903388609,,,Mean,80.79956741167987
,Time,1.473548173904419,0.11174631118774414,0.09271693229675293,0.09478163719177246,0.09475970268249512,0.09174323081970215,0.10471796989440918,0.10272693634033203,0.0997319221496582,0.10471892356872559,,,Mean,0.23711917400360108
